"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"1","QPROTmodel","VSN-G",1e-06,0,2,13,15,207
"2","QPROTmodel","VSN-G",2e-06,0,0,14,14,221
"3","QPROTmodel","VSN-G",3e-06,0,3,16,19,233
"4","QPROTmodel","VSN-G",4e-06,0,0,16,16,242
"5","QPROTmodel","VSN-G",5e-06,0,0,13,13,248
"6","QPROTmodel","VSN-G",6e-06,0,0,12,12,256
"7","QPROTmodel","VSN-G",7e-06,4,0,15,19,264
"8","QPROTmodel","VSN-G",8e-06,0,0,16,16,269
"9","QPROTmodel","VSN-G",9e-06,0,0,17,17,272
"10","QPROTmodel","VSN-G",1e-05,0,0,18,18,274
"11","QPROTmodel","VSN-G",2e-05,0,0,17,17,288
"12","QPROTmodel","VSN-G",3e-05,0,0,19,19,298
"13","QPROTmodel","VSN-G",4e-05,0,0,18,18,303
"14","QPROTmodel","VSN-G",5e-05,9,0,17,26,316
"15","QPROTmodel","VSN-G",6e-05,8,1,16,25,323
"16","QPROTmodel","VSN-G",7e-05,6,0,14,20,333
"17","QPROTmodel","VSN-G",8e-05,5,0,16,21,339
"18","QPROTmodel","VSN-G",9e-05,6,0,16,22,351
"19","QPROTmodel","VSN-G",1e-04,7,0,18,25,353
"20","QPROTmodel","VSN-G",2e-04,26,9,17,52,400
"21","QPROTmodel","VSN-G",3e-04,25,9,18,52,432
"22","QPROTmodel","VSN-G",4e-04,24,11,17,52,446
"23","QPROTmodel","VSN-G",5e-04,21,11,18,50,466
"24","QPROTmodel","VSN-G",6e-04,25,12,18,55,472
"25","QPROTmodel","VSN-G",7e-04,23,10,19,52,486
"26","QPROTmodel","VSN-G",8e-04,21,10,19,50,496
"27","QPROTmodel","VSN-G",9e-04,5,8,19,32,507
"28","QPROTmodel","VSN-G",0.001,6,8,20,34,513
"29","QPROTmodel","VSN-G",0.002,12,7,17,36,574
"30","QPROTmodel","VSN-G",0.003,21,12,18,51,603
"31","QPROTmodel","VSN-G",0.004,15,9,16,40,626
"32","QPROTmodel","VSN-G",0.005,16,8,13,37,654
"33","QPROTmodel","VSN-G",0.006,18,8,13,39,669
"34","QPROTmodel","VSN-G",0.007,26,10,15,51,682
"35","QPROTmodel","VSN-G",0.008,23,7,14,44,695
"36","QPROTmodel","VSN-G",0.009,27,7,17,51,702
"37","QPROTmodel","VSN-G",0.01,26,6,17,49,717
"38","QPROTmodel","VSN-G",0.02,28,4,17,49,806
"39","QPROTmodel","VSN-G",0.03,16,5,16,37,867
"40","QPROTmodel","VSN-G",0.04,15,4,17,36,922
"41","QPROTmodel","VSN-G",0.05,17,5,15,37,962
"42","QPROTmodel","VSN-G",0.06,6,4,18,28,994
"43","QPROTmodel","VSN-G",0.07,14,4,18,36,1029
"44","QPROTmodel","VSN-G",0.08,11,5,16,32,1064
"45","QPROTmodel","VSN-G",0.09,22,5,18,45,1088
"46","QPROTmodel","VSN-G",0.1,11,7,15,33,1112
