"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"1","QPROTmodel","Quantile",1e-06,45,6,16,67,550
"2","QPROTmodel","Quantile",2e-06,29,8,17,54,581
"3","QPROTmodel","Quantile",3e-06,35,7,19,61,604
"4","QPROTmodel","Quantile",4e-06,43,7,19,69,615
"5","QPROTmodel","Quantile",5e-06,37,6,18,61,621
"6","QPROTmodel","Quantile",6e-06,39,8,20,67,634
"7","QPROTmodel","Quantile",7e-06,32,8,18,58,643
"8","QPROTmodel","Quantile",8e-06,37,8,18,63,650
"9","QPROTmodel","Quantile",9e-06,34,7,17,58,659
"10","QPROTmodel","Quantile",1e-05,33,8,17,58,665
"11","QPROTmodel","Quantile",2e-05,48,5,17,70,698
"12","QPROTmodel","Quantile",3e-05,46,7,18,71,722
"13","QPROTmodel","Quantile",4e-05,52,8,18,78,742
"14","QPROTmodel","Quantile",5e-05,47,9,17,73,752
"15","QPROTmodel","Quantile",6e-05,49,9,16,74,760
"16","QPROTmodel","Quantile",7e-05,50,6,15,71,768
"17","QPROTmodel","Quantile",8e-05,51,7,17,75,779
"18","QPROTmodel","Quantile",9e-05,48,8,17,73,787
"19","QPROTmodel","Quantile",1e-04,51,7,18,76,796
"20","QPROTmodel","Quantile",2e-04,42,3,16,61,832
"21","QPROTmodel","Quantile",3e-04,47,2,16,65,857
"22","QPROTmodel","Quantile",4e-04,58,3,17,78,880
"23","QPROTmodel","Quantile",5e-04,58,2,16,76,905
"24","QPROTmodel","Quantile",6e-04,65,2,16,83,921
"25","QPROTmodel","Quantile",7e-04,65,3,12,80,932
"26","QPROTmodel","Quantile",8e-04,63,2,13,78,941
"27","QPROTmodel","Quantile",9e-04,56,2,14,72,953
"28","QPROTmodel","Quantile",0.001,60,2,15,77,962
"29","QPROTmodel","Quantile",0.002,39,2,11,52,1041
"30","QPROTmodel","Quantile",0.003,33,1,10,44,1085
"31","QPROTmodel","Quantile",0.004,29,1,12,42,1113
"32","QPROTmodel","Quantile",0.005,29,1,9,39,1141
"33","QPROTmodel","Quantile",0.006,29,1,8,38,1155
"34","QPROTmodel","Quantile",0.007,30,1,10,41,1176
"35","QPROTmodel","Quantile",0.008,39,1,12,52,1195
"36","QPROTmodel","Quantile",0.009,38,1,10,49,1212
"37","QPROTmodel","Quantile",0.01,36,1,8,45,1228
"38","QPROTmodel","Quantile",0.02,41,3,7,51,1321
"39","QPROTmodel","Quantile",0.03,33,2,7,42,1378
"40","QPROTmodel","Quantile",0.04,26,2,5,33,1426
"41","QPROTmodel","Quantile",0.05,23,3,5,31,1462
"42","QPROTmodel","Quantile",0.06,11,2,5,18,1493
"43","QPROTmodel","Quantile",0.07,10,2,3,15,1530
"44","QPROTmodel","Quantile",0.08,9,3,3,15,1553
"45","QPROTmodel","Quantile",0.09,2,4,2,8,1589
"46","QPROTmodel","Quantile",0.1,0,3,2,5,1619
