"","DE","Normalisation","Threshold","Go_BP","Go_MF","Go_CC","Total","DEs"
"526","T","MedI-G",2e-04,0,0,0,0,0
"527","T","MedI-G",3e-04,0,0,0,0,0
"528","T","MedI-G",4e-04,0,0,0,0,0
"529","T","MedI-G",5e-04,0,0,0,0,0
"530","T","MedI-G",6e-04,0,0,0,0,0
"531","T","MedI-G",7e-04,0,0,0,0,0
"532","T","MedI-G",8e-04,0,0,0,0,0
"533","T","MedI-G",9e-04,0,0,0,0,0
"534","T","MedI-G",0.001,0,0,0,0,0
"535","T","MedI-G",0.002,0,0,0,0,0
"536","T","MedI-G",0.003,0,0,0,0,0
"537","T","MedI-G",0.004,0,0,0,0,0
"538","T","MedI-G",0.005,0,0,0,0,0
"539","T","MedI-G",0.006,0,0,0,0,0
"540","T","MedI-G",0.007,0,0,0,0,0
"541","T","MedI-G",0.008,0,0,0,0,0
"542","T","MedI-G",0.009,0,0,0,0,0
"543","T","MedI-G",0.01,0,0,0,0,0
"544","T","MedI-G",0.02,0,0,0,0,0
"545","T","MedI-G",0.03,0,0,0,0,0
"546","T","MedI-G",0.04,0,0,0,0,0
"547","T","MedI-G",0.05,0,0,0,0,0
"548","T","MedI-G",0.06,0,0,0,0,0
"549","T","MedI-G",0.07,0,0,0,0,0
"550","T","MedI-G",0.08,0,0,0,0,0
"551","T","MedI-G",0.09,0,0,0,0,0
"552","T","MedI-G",0.1,0,0,0,0,0
"553","T","AI-G",1e-06,0,0,0,0,0
"554","T","AI-G",2e-06,0,0,0,0,0
"555","T","AI-G",3e-06,0,0,0,0,0
"556","T","AI-G",4e-06,0,0,0,0,0
"557","T","AI-G",5e-06,0,0,0,0,0
"558","T","AI-G",6e-06,0,0,0,0,0
"559","T","AI-G",7e-06,0,0,0,0,0
"560","T","AI-G",8e-06,0,0,0,0,0
"561","T","AI-G",9e-06,0,0,0,0,0
"562","T","AI-G",1e-05,0,0,0,0,0
"563","T","AI-G",2e-05,0,0,0,0,0
"564","T","AI-G",3e-05,0,0,0,0,0
"565","T","AI-G",4e-05,0,0,0,0,0
"566","T","AI-G",5e-05,0,0,0,0,0
"567","T","AI-G",6e-05,0,0,0,0,0
"568","T","AI-G",7e-05,0,0,0,0,0
"569","T","AI-G",8e-05,0,0,0,0,0
"570","T","AI-G",9e-05,0,0,0,0,0
"571","T","AI-G",1e-04,0,0,0,0,0
"572","T","AI-G",2e-04,0,0,0,0,0
"573","T","AI-G",3e-04,0,0,0,0,0
"574","T","AI-G",4e-04,0,0,0,0,0
"575","T","AI-G",5e-04,0,0,0,0,0
"576","T","AI-G",6e-04,0,0,0,0,0
"577","T","AI-G",7e-04,0,0,0,0,0
"578","T","AI-G",8e-04,0,0,0,0,0
"579","T","AI-G",9e-04,0,0,0,0,0
"580","T","AI-G",0.001,0,0,0,0,0
"581","T","AI-G",0.002,0,0,0,0,0
"582","T","AI-G",0.003,0,0,0,0,0
"583","T","AI-G",0.004,0,0,0,0,0
"584","T","AI-G",0.005,0,0,0,0,0
"585","T","AI-G",0.006,0,0,0,0,0
"586","T","AI-G",0.007,0,0,0,0,0
"587","T","AI-G",0.008,0,0,0,0,0
"588","T","AI-G",0.009,0,0,0,0,0
"589","T","AI-G",0.01,0,0,0,0,0
"590","T","AI-G",0.02,0,0,0,0,0
"591","T","AI-G",0.03,0,0,0,0,0
"592","T","AI-G",0.04,0,0,0,0,0
"593","T","AI-G",0.05,0,0,0,0,0
"594","T","AI-G",0.06,0,0,0,0,0
"595","T","AI-G",0.07,0,0,0,0,0
"596","T","AI-G",0.08,0,0,0,0,0
"597","T","AI-G",0.09,0,0,0,0,0
"598","T","AI-G",0.1,0,0,0,0,0
"599","T","Quantile",1e-06,0,0,0,0,0
"600","T","Quantile",2e-06,0,0,0,0,0
"601","T","Quantile",3e-06,0,0,0,0,0
"602","T","Quantile",4e-06,0,0,0,0,0
"603","T","Quantile",5e-06,0,0,0,0,0
"604","T","Quantile",6e-06,0,0,0,0,0
"605","T","Quantile",7e-06,0,0,0,0,0
"606","T","Quantile",8e-06,0,0,0,0,0
"607","T","Quantile",9e-06,0,0,0,0,0
"608","T","Quantile",1e-05,0,0,0,0,0
"609","T","Quantile",2e-05,0,0,0,0,0
"610","T","Quantile",3e-05,0,0,0,0,0
"611","T","Quantile",4e-05,0,0,0,0,0
"612","T","Quantile",5e-05,0,0,0,0,0
"613","T","Quantile",6e-05,0,0,0,0,0
"614","T","Quantile",7e-05,0,0,0,0,0
"615","T","Quantile",8e-05,0,0,0,0,0
"616","T","Quantile",9e-05,0,0,0,0,0
"617","T","Quantile",1e-04,0,0,0,0,0
"618","T","Quantile",2e-04,0,0,0,0,0
"619","T","Quantile",3e-04,0,0,0,0,0
"620","T","Quantile",4e-04,0,0,0,0,0
"621","T","Quantile",5e-04,0,0,0,0,0
"622","T","Quantile",6e-04,0,0,0,0,0
"623","T","Quantile",7e-04,0,0,0,0,0
"624","T","Quantile",8e-04,0,0,0,0,0
"625","T","Quantile",9e-04,0,0,0,0,0
"626","T","Quantile",0.001,0,0,0,0,0
"627","T","Quantile",0.002,0,0,0,0,0
"628","T","Quantile",0.003,0,0,0,0,0
"629","T","Quantile",0.004,0,0,0,0,0
"630","T","Quantile",0.005,0,0,0,0,0
"631","T","Quantile",0.006,0,0,0,0,0
"632","T","Quantile",0.007,0,0,0,0,0
"633","T","Quantile",0.008,0,0,0,0,0
"634","T","Quantile",0.009,0,0,0,0,0
"635","T","Quantile",0.01,0,0,0,0,0
"636","T","Quantile",0.02,0,0,0,0,0
"637","T","Quantile",0.03,0,0,0,0,0
"638","T","Quantile",0.04,0,0,0,0,0
"639","T","Quantile",0.05,0,0,0,0,0
"640","T","Quantile",0.06,0,0,0,0,0
"641","T","Quantile",0.07,0,0,0,0,0
"642","T","Quantile",0.08,0,0,0,0,0
"643","T","Quantile",0.09,0,0,0,0,0
"644","T","Quantile",0.1,0,0,0,0,0
